evidence_id,candidate_id,matrix_column,source_step,source_artifact,source_selector,source_fields,source_record_count,source_values_json,method_family,direction,direction_rule,direction_source,estimand,outcome,outcome_source,function_scope,cohort,regime,validity_tag,intervention,intervention_executed,machine_readable,uncertainty_unit,uncertainty_unit_source,summary
E13_GEO_NATIVE_ASSOCIATION,geodesic_curvature_compression,natural_experiment,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""geodesic_curvature_compression"",""gradient_set"":""fixed"",""outcome"":""target_native"",""regime"":""all""}",rows;spearman_rho;ci95_lower;ci95_upper;bootstrap_replicates;bootstrap_unit;validity_tag;claim_grade,1,"[{""bootstrap_replicates"":""500"",""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.46476449508124146"",""ci95_upper"":""0.5702854680332359"",""claim_grade"":""observational-physical"",""rows"":""1000"",""spearman_rho"":""0.5194029029978575"",""validity_tag"":""observed-comparison""}]",gx_scalar_observation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",target_native,fixed_associations.csv:outcome,observed GX native output,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,Geodesic/compression has a resolved grouped-bootstrap rank association with native GX output.
E13_GEO_NATURAL,geodesic_curvature_compression,natural_experiment,S13,reports/xai/S13_artifacts/candidate_ranking.csv,"{""candidate"":""geodesic_curvature_compression""}",claim_grade;matched_native_effect;aipw_native_effect;aipw_native_ci95_lower;aipw_native_ci95_upper;aipw_resolved_fold_count;max_abs_nuisance_smd_after;aipw_overlap_fraction;ranking_residual_mse_improvement;ranking_residual_mse_improvement_ci95_lower;ranking_residual_mse_improvement_ci95_upper;causal_claim_permitted,1,"[{""aipw_native_ci95_lower"":""0.3183377164133444"",""aipw_native_ci95_upper"":""0.7640170908183548"",""aipw_native_effect"":""0.5588252059354347"",""aipw_overlap_fraction"":""0.478"",""aipw_resolved_fold_count"":""7"",""causal_claim_permitted"":""False"",""claim_grade"":""observational-physical"",""matched_native_effect"":""1.316841864482161"",""max_abs_nuisance_smd_after"":""1.068121850701722"",""ranking_residual_mse_improvement"":""0.018801234591043544"",""ranking_residual_mse_improvement_ci95_lower"":""0.006169223930695939"",""ranking_residual_mse_improvement_ci95_upper"":""0.03251621098915842""}]",natural_experiment,supports,"{""field"":""aipw_resolved_fold_count"",""kind"":""resolved_fold_count"",""total"":7}",config.direction_rule:resolved_fold_count;aipw_resolved_fold_count=7/7,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,observed GX native output,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/manifest.json:split_unit,"Geodesic/compression is the most fold-robust independent physical candidate, but balance and overlap fail."
E03_ALIGNMENT_PERTURBATION,cross_channel_colocation,supported_perturbation,S03,reports/xai/S03_artifacts/ladder_summary.csv,"{""item"":""independent_shift"",""parameter"":""replicate=0"",""section"":""ladder""}",top10_median;top10_q10;top10_q90;expanded_member_count;expanded_cohort_median;robust_input_displacement_rms,1,"[{""expanded_cohort_median"":""2.246559960844226"",""expanded_member_count"":""100"",""robust_input_displacement_rms"":""5.115364639453182"",""top10_median"":""2.4131995623205214"",""top10_q10"":""2.2302294682658683"",""top10_q90"":""2.5866019584301756""}]",input_perturbation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,deliberately_off_manifold_diagnostic,independently circular-shift the seven geometry channels,True,True,not_applicable_no_interval_selected,not_applicable,Destroying cross-channel alignment changes top-10 outputs by a median 2.41 residual SD.
E03_JOINT_SHIFT_EXACT_CONTROL,cross_channel_colocation,supported_perturbation,S03,reports/xai/S03_artifacts/ladder_summary.csv,"{""item"":""joint_shift"",""parameter"":""replicate=0"",""section"":""ladder""}",top10_median;top10_q10;top10_q90;top10_range_kind;expanded_member_count;expanded_cohort_median,1,"[{""expanded_cohort_median"":""7.425970940601796e-07"",""expanded_member_count"":""100"",""top10_median"":""8.11065499099066e-07"",""top10_q10"":""5.059056047951667e-07"",""top10_q90"":""8.687340044859518e-07"",""top10_range_kind"":""member_spread_not_sampling_uncertainty""}]",exact_symmetry_control,null_control,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""null_control""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,exact-symmetry,jointly circular-shift all seven geometry channels,True,True,not_applicable_no_interval_selected,not_applicable,The exact joint-shift symmetry control changes top-10 outputs by only 8.1e-7 residual SD.
E08_COLOCATION_ENCODING,cross_channel_colocation,hidden_encoding,S08,reports/xai/S08_artifacts/probe_scores.csv,"{""concept"":""cross_channel_colocation""}",member_id;layer_index;encoded_r2;encoded_r2_stable_or_near_floor;encoded_r2_unstable;permuted_r2,15,"[{""encoded_r2"":""0.8005768362284709"",""encoded_r2_stable_or_near_floor"":""0.753943582710262"",""encoded_r2_unstable"":""0.8028955354483378"",""layer_index"":""0"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.003138921145344975""},{""encoded_r2"":""0.7574119351606717"",""encoded_r2_stable_or_near_floor"":""0.8095307531386432"",""encoded_r2_unstable"":""0.7497283875954213"",""layer_index"":""1"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0011057544835331168""},{""encoded_r2"":""0.7915393820507197"",""encoded_r2_stable_or_near_floor"":""0.7537623999117617"",""encoded_r2_unstable"":""0.7929045427704589"",""layer_index"":""2"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0031674884046599683""},{""encoded_r2"":""0.7641131042724187"",""encoded_r2_stable_or_near_floor"":""0.6281188361838068"",""encoded_r2_unstable"":""0.7746566568711608"",""layer_index"":""3"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0026405139245979647""},{""encoded_r2"":""0.4076952368078637"",""encoded_r2_stable_or_near_floor"":""0.2593423308910153"",""encoded_r2_unstable"":""0.41553235475396033"",""layer_index"":""4"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.004034871446617849""},{""encoded_r2"":""0.861958206874708"",""encoded_r2_stable_or_near_floor"":""0.8348796925798067"",""encoded_r2_unstable"":""0.8630612755800521"",""layer_index"":""0"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.001773188826623473""},{""encoded_r2"":""0.8257023656610485"",""encoded_r2_stable_or_near_floor"":""0.7356136556586144"",""encoded_r2_unstable"":""0.8324895849046888"",""layer_index"":""1"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0028748640936071546""},{""encoded_r2"":""0.5000516495268206"",""encoded_r2_stable_or_near_floor"":""0.38278847322460685"",""encoded_r2_unstable"":""0.5058988138609709"",""layer_index"":""2"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0018333057757637938""},{""encoded_r2"":""0.4428255288598568"",""encoded_r2_stable_or_near_floor"":""0.35159503491100397"",""encoded_r2_unstable"":""0.4455343817406967"",""layer_index"":""3"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.00013464989002143213""},{""encoded_r2"":""0.39551805308385457"",""encoded_r2_stable_or_near_floor"":""0.269803449629499"",""encoded_r2_unstable"":""0.401037254489117"",""layer_index"":""4"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0007490360625892478""},{""encoded_r2"":""0.8517372616604612"",""encoded_r2_stable_or_near_floor"":""0.7769911344576206"",""encoded_r2_unstable"":""0.857328663688738"",""layer_index"":""0"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0035614696660140055""},{""encoded_r2"":""0.7492385944844361"",""encoded_r2_stable_or_near_floor"":""0.7404509080233163"",""encoded_r2_unstable"":""0.7473433952702565"",""layer_index"":""1"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0008573423595681362""},{""encoded_r2"":""0.36784677508464836"",""encoded_r2_stable_or_near_floor"":""0.24780032566312027"",""encoded_r2_unstable"":""0.37251625795151766"",""layer_index"":""2"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0013695937060305141""},{""encoded_r2"":""0.54642989547592"",""encoded_r2_stable_or_near_floor"":""0.3791705399556393"",""encoded_r2_unstable"":""0.5576092882555902"",""layer_index"":""3"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0009501098242712391""},{""encoded_r2"":""0.5736509234864389"",""encoded_r2_stable_or_near_floor"":""0.41531539557075425"",""encoded_r2_unstable"":""0.584266914824392"",""layer_index"":""4"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0065827284777078""}]",hidden_probe,supports,"{""control_field"":""permuted_r2"",""encoded_field"":""encoded_r2"",""kind"":""probe_vs_permutation"",""minimum_gain"":0.1,""stable_field"":""encoded_r2_stable_or_near_floor"",""unstable_field"":""encoded_r2_unstable""}","config.direction_rule:probe_vs_permutation;median_gains=overall:0.751072,stable:0.629952,unstable:0.749177;minimum_gain=0.1","native max(log Q, -2)","native max(log Q, -2)",probe_scores.csv:estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,all with stable and unstable retained,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,Cross-channel co-location is decodable across hidden layers.
E08_COLOCATION_USE,cross_channel_colocation,hidden_intervention,S08,reports/xai/S08_artifacts/tcav_use.csv,"{""concept"":""cross_channel_colocation""}",member_id;layer_index;mean_directional_derivative;intervention_to_scale_matched_random_ratio;use_claim_permitted,15,"[{""intervention_to_scale_matched_random_ratio"":""1.4581763118691897"",""layer_index"":""0"",""mean_directional_derivative"":""-0.17784146964550018"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.631119891511949"",""layer_index"":""1"",""mean_directional_derivative"":""-0.12960156798362732"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.9029189128083102"",""layer_index"":""2"",""mean_directional_derivative"":""0.1487669199705124"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""False""},{""intervention_to_scale_matched_random_ratio"":""1.6277411495138698"",""layer_index"":""3"",""mean_directional_derivative"":""0.5652360320091248"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""0.9555399473694284"",""layer_index"":""4"",""mean_directional_derivative"":""0.3035915195941925"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""False""},{""intervention_to_scale_matched_random_ratio"":""2.561738382607287"",""layer_index"":""0"",""mean_directional_derivative"":""-0.9833332896232605"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.2835820236169764"",""layer_index"":""1"",""mean_directional_derivative"":""-0.2221255749464035"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""2.2568275749009437"",""layer_index"":""2"",""mean_directional_derivative"":""0.3403482735157013"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.3839595119401034"",""layer_index"":""3"",""mean_directional_derivative"":""0.24640017747879028"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.0387273185538501"",""layer_index"":""4"",""mean_directional_derivative"":""0.15758366882801056"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""2.5195829531123777"",""layer_index"":""0"",""mean_directional_derivative"":""-0.5955838561058044"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""0.7928666251519519"",""layer_index"":""1"",""mean_directional_derivative"":""-0.15677671134471893"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""False""},{""intervention_to_scale_matched_random_ratio"":""1.5425459113697375"",""layer_index"":""2"",""mean_directional_derivative"":""0.679962158203125"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.4774538855316823"",""layer_index"":""3"",""mean_directional_derivative"":""0.9181758761405945"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.1431371073534007"",""layer_index"":""4"",""mean_directional_derivative"":""0.6515905261039734"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""}]",hidden_intervention,regime-dependent,"{""field"":""use_claim_permitted"",""kind"":""tcav_pass_fraction""}",config.direction_rule:tcav_pass_fraction;use_claim_permitted=12/15,"native max(log Q, -2)","native max(log Q, -2)",tcav_use.csv:estimand,invariant_tilde_f,S01 96-row registered hidden-intervention subset,pooled claim with regime checks retained,deliberately_off_manifold_diagnostic,edit hidden state along matched co-location direction,True,True,not_applicable_no_interval_selected,not_applicable,"Co-location passes the complete use gate in 12/15 cells, with depth-dependent sign."
E09_COLOCATION_DRIVE,cross_channel_colocation,distillation,S09,reports/xai/S09_artifacts/interaction_summary.csv,"{""concept"":""cross_channel_colocation"",""drive"":""a_over_LT"",""regime"":""all""}",bin_index;median_slope;minimum_slope;maximum_slope;member_sign_agreement,3,"[{""bin_index"":""0"",""maximum_slope"":""1.3031007663173926"",""median_slope"":""1.2704933221007926"",""member_sign_agreement"":""1.0"",""minimum_slope"":""1.0832106879175045""},{""bin_index"":""1"",""maximum_slope"":""0.9085967927035212"",""median_slope"":""0.8832443892506928"",""member_sign_agreement"":""1.0"",""minimum_slope"":""0.8773605449587939""},{""bin_index"":""2"",""maximum_slope"":""0.28684372068325"",""median_slope"":""0.27940140613356657"",""member_sign_agreement"":""1.0"",""minimum_slope"":""0.26925432083090434""}]",concept_completeness,regime-dependent,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""regime-dependent""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,three invariant_tilde_f member decoders,S01 varied-gradient interpretation panel,drive bins,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,Co-location remains positive but weakens as temperature drive rises.
E03_ORDER_PERMUTATION,low_frequency_order_envelope,supported_perturbation,S03,reports/xai/S03_artifacts/ladder_summary.csv,"{""item"":""joint_permutation"",""parameter"":""replicate=0"",""section"":""ladder""}",top10_median;top10_q10;top10_q90;expanded_cohort_median;robust_input_displacement_rms,1,"[{""expanded_cohort_median"":""3.1923416212508187"",""robust_input_displacement_rms"":""5.201040944279073"",""top10_median"":""3.257568316681833"",""top10_q10"":""3.002875030046783"",""top10_q90"":""3.5438899680285307""}]",input_perturbation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,deliberately_off_manifold_diagnostic,jointly permute the 96 seven-channel position vectors,True,True,not_applicable_no_interval_selected,not_applicable,Joint permutation rejects a multiset-only description but also destroys the low-frequency envelope.
E03_LOW_BAND_ATTENUATION,low_frequency_order_envelope,supported_perturbation,S03,reports/xai/S03_artifacts/ladder_summary.csv,"{""item"":""low"",""parameter"":""dose=1"",""section"":""fourier_full_attenuation""}",top10_median;top10_q10;top10_q90;top10_median_effect_per_robust_input_rms;robust_input_displacement_rms;robust_dose_comparison_scope,1,"[{""robust_dose_comparison_scope"":""within_section_sensitivity_analysis"",""robust_input_displacement_rms"":""2.6414578855789514"",""top10_median"":""3.847302077072821"",""top10_median_effect_per_robust_input_rms"":""1.456507066827444"",""top10_q10"":""3.5588544003399987"",""top10_q90"":""4.067926887639968""}]",spectral_perturbation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,deliberately_off_manifold_diagnostic,attenuate the registered low Fourier band,True,True,not_applicable_no_interval_selected,not_applicable,Low-band attenuation has the larger raw output effect; cross-section robust doses are not treated as comparable.
E03_MID_BAND_ATTENUATION,low_frequency_order_envelope,supported_perturbation,S03,reports/xai/S03_artifacts/ladder_summary.csv,"{""item"":""mid"",""parameter"":""dose=1"",""section"":""fourier_full_attenuation""}",top10_median;top10_q10;top10_q90;top10_median_effect_per_robust_input_rms;robust_input_displacement_rms,1,"[{""robust_input_displacement_rms"":""2.5913688858088935"",""top10_median"":""1.2229827481530493"",""top10_median_effect_per_robust_input_rms"":""0.4719446755922967"",""top10_q10"":""0.8973156013300357"",""top10_q90"":""1.9160697357119088""}]",spectral_perturbation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,deliberately_off_manifold_diagnostic,attenuate the registered middle Fourier band,True,True,not_applicable_no_interval_selected,not_applicable,Middle-band attenuation gives an intermediate 1.22-residual-SD response.
E03_HIGH_BAND_CONTROL,low_frequency_order_envelope,supported_perturbation,S03,reports/xai/S03_artifacts/ladder_summary.csv,"{""item"":""high"",""parameter"":""dose=1"",""section"":""fourier_full_attenuation""}",top10_median;top10_q10;top10_q90;top10_median_effect_per_robust_input_rms;robust_input_displacement_rms,1,"[{""robust_input_displacement_rms"":""0.371226266929482"",""top10_median"":""0.09945143197605501"",""top10_median_effect_per_robust_input_rms"":""0.2678997712059712"",""top10_q10"":""0.06394701947958979"",""top10_q90"":""0.1381200256003714""}]",spectral_perturbation,null_control,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""null_control""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,deliberately_off_manifold_diagnostic,attenuate the registered high Fourier band,True,True,not_applicable_no_interval_selected,not_applicable,High-band attenuation is nearly null compared with low-band attenuation.
E06_LOW_PASS_PATH,low_frequency_order_envelope,input_attribution,S06b,reports/xai/S06b_artifacts/channel_consensus.csv,"{""function"":""invariant_tilde_f"",""gradient_set"":""varied"",""method"":""ig_low_pass"",""stratum"":""unstable""}",channel_name;median_signed;median_absolute;sign_agreement;estimand;validity_tag;feature_claims_permitted;estimator_backend,7,"[{""channel_name"":""bmag"",""estimand"":""native max(log Q, -2)"",""estimator_backend"":""integrated_gradients_captum"",""feature_claims_permitted"":""True"",""median_absolute"":""0.0005780393426038662"",""median_signed"":""1.8556203535792868e-05"",""sign_agreement"":""0.71875"",""validity_tag"":""deliberately_off_manifold_diagnostic""},{""channel_name"":""gbdrift"",""estimand"":""native max(log Q, -2)"",""estimator_backend"":""integrated_gradients_captum"",""feature_claims_permitted"":""True"",""median_absolute"":""0.0021752464836793874"",""median_signed"":""9.443859417148032e-06"",""sign_agreement"":""0.7708333333333334"",""validity_tag"":""deliberately_off_manifold_diagnostic""},{""channel_name"":""cvdrift"",""estimand"":""native max(log Q, -2)"",""estimator_backend"":""integrated_gradients_captum"",""feature_claims_permitted"":""True"",""median_absolute"":""0.001102564982283717"",""median_signed"":""1.395900241219265e-05"",""sign_agreement"":""0.7708333333333334"",""validity_tag"":""deliberately_off_manifold_diagnostic""},{""channel_name"":""gbdrift0_over_shat"",""estimand"":""native max(log Q, -2)"",""estimator_backend"":""integrated_gradients_captum"",""feature_claims_permitted"":""True"",""median_absolute"":""0.0026095691653521477"",""median_signed"":""0.00013138486351927354"",""sign_agreement"":""0.7447916666666666"",""validity_tag"":""deliberately_off_manifold_diagnostic""},{""channel_name"":""gds2"",""estimand"":""native max(log Q, -2)"",""estimator_backend"":""integrated_gradients_captum"",""feature_claims_permitted"":""True"",""median_absolute"":""0.0013970246554277277"",""median_signed"":""-0.00010156273596252739"",""sign_agreement"":""0.7208333333333333"",""validity_tag"":""deliberately_off_manifold_diagnostic""},{""channel_name"":""gds21_over_shat"",""estimand"":""native max(log Q, -2)"",""estimator_backend"":""integrated_gradients_captum"",""feature_claims_permitted"":""True"",""median_absolute"":""0.00149363397728974"",""median_signed"":""-4.5784066298296e-05"",""sign_agreement"":""0.7260416666666666"",""validity_tag"":""deliberately_off_manifold_diagnostic""},{""channel_name"":""gds22_over_shat_squared"",""estimand"":""native max(log Q, -2)"",""estimator_backend"":""integrated_gradients_captum"",""feature_claims_permitted"":""True"",""median_absolute"":""0.0009181588140432536"",""median_signed"":""-9.064491667488776e-06"",""sign_agreement"":""0.7666666666666667"",""validity_tag"":""deliberately_off_manifold_diagnostic""}]",gradient_path,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",channel_consensus.csv:estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,unstable,deliberately_off_manifold_diagnostic,restore short-scale content along low-pass Integrated Gradients path,True,True,not_applicable_no_interval_selected,not_applicable,Low-pass Integrated Gradients locates the qualified response to restoring short-scale content.
E06_CHANNEL_AGREEMENT,coarse_channel_consensus,input_attribution,S06b,reports/xai/S06b_artifacts/member_agreement.csv,"{""function"":""invariant_tilde_f"",""gradient_set"":""varied"",""method"":""ig_low_pass""}",members;samples;median_pairwise_channel_rank_agreement;mean_cell_sign_agreement;independent_sign_null;estimator_backend,1,"[{""estimator_backend"":""integrated_gradients_captum"",""independent_sign_null"":""0.623046875"",""mean_cell_sign_agreement"":""0.7485119047619048"",""median_pairwise_channel_rank_agreement"":""0.9642857142857142"",""members"":""10"",""samples"":""1000""}]",gradient_path,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,deliberately_off_manifold_diagnostic,restore short-scale content along low-pass Integrated Gradients path,True,True,not_applicable_no_interval_selected,not_applicable,Channel-rank agreement is 0.964 while cellwise sign agreement is only 0.749 against a 0.623 null.
E10_REPRESENTATION_CONSENSUS,coarse_channel_consensus,cross_model_consensus,S10,reports/xai/S10_artifacts/cohort_comparison.csv,{},cohort;member_count;median_cka__canonical_atrous_layer_1;median_cka__invariant_bottleneck;median_within_cohort_distance,3,"[{""cohort"":""stored_validation_top_10"",""median_cka__canonical_atrous_layer_1"":""0.9529845413017374"",""median_cka__invariant_bottleneck"":""0.7959777629144081"",""median_within_cohort_distance"":""1.235200145159934"",""member_count"":""10""},{""cohort"":""stored_validation_ranks_11_50"",""median_cka__canonical_atrous_layer_1"":""0.9490869348267279"",""median_cka__invariant_bottleneck"":""0.814018109987209"",""median_within_cohort_distance"":""1.1076141962018986"",""member_count"":""40""},{""cohort"":""stored_validation_ranks_51_100"",""median_cka__canonical_atrous_layer_1"":""0.9487924232000858"",""median_cka__invariant_bottleneck"":""0.8160269263693143"",""median_within_cohort_distance"":""1.3017544942872257"",""member_count"":""50""}]",representation_similarity,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,all 100 invariant_tilde_f member representations,S01 registered CKA probe,stratified probe,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,"Broad representation geometry is shared across all validation-rank cohorts, but CKA does not prove identical computation."
E07_DENSITY_QZ_CONTRADICTION,direct_Qz_spatial_focus,Q_z,S07,reports/xai/S07_artifacts/spatial_alignment.csv,"{""gradient_set"":""varied"",""mode"":""signed"",""source_family"":""s05_density"",""source_id"":""2864601_0.437:u001"",""stratum"":""unstable""}",circular_spearman;circular_spearman_ci95_lower;circular_spearman_ci95_upper;best_lag;overlap_enrichment;overlap_orientation;bootstrap_unit,1,"[{""best_lag"":""22"",""bootstrap_unit"":""equilibrium_files"",""circular_spearman"":""-0.360511998599993"",""circular_spearman_ci95_lower"":""-0.3883653797328812"",""circular_spearman_ci95_upper"":""-0.332533286776065"",""overlap_enrichment"":""1.6314606741573032"",""overlap_orientation"":""gx_profile_sign_flipped_to_match_negative_association""}]",gx_spatial_observation,mixed,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""mixed""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f density compared with held-out GX Q(z),S01 varied-gradient interpretation panel,unstable,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S07_artifacts/spatial_alignment.csv:bootstrap_unit,"The strongest density association is negative and displaced, not direct co-location with heat transport."
E07_ATTRIBUTION_QZ_NULL,direct_Qz_spatial_focus,input_attribution,S07,reports/xai/S07_artifacts/spatial_alignment.csv,"{""function"":""invariant_tilde_f"",""gradient_set"":""varied"",""method"":""ig_low_pass"",""mode"":""signed"",""source_family"":""s06_attribution"",""stratum"":""unstable""}",member_id;circular_spearman;best_lag;best_lag_within_tolerance_recurrence;selection_null_q95;lag_search_null_resolved;bootstrap_unit;estimator_backend;plasma_claims_permitted,3,"[{""best_lag"":""-36"",""best_lag_within_tolerance_recurrence"":""0.822"",""bootstrap_unit"":""equilibrium_files"",""circular_spearman"":""-0.02122218224703246"",""estimator_backend"":""integrated_gradients_captum"",""lag_search_null_resolved"":""True"",""member_id"":""2864601_0.437"",""plasma_claims_permitted"":""False"",""selection_null_q95"":""0.013256016120749987""},{""best_lag"":""47"",""best_lag_within_tolerance_recurrence"":""0.634"",""bootstrap_unit"":""equilibrium_files"",""circular_spearman"":""-0.012763898379259002"",""estimator_backend"":""integrated_gradients_captum"",""lag_search_null_resolved"":""False"",""member_id"":""2864601_0.371"",""plasma_claims_permitted"":""False"",""selection_null_q95"":""0.01281659709298269""},{""best_lag"":""48"",""best_lag_within_tolerance_recurrence"":""0.312"",""bootstrap_unit"":""equilibrium_files"",""circular_spearman"":""-0.01160833480844481"",""estimator_backend"":""integrated_gradients_captum"",""lag_search_null_resolved"":""False"",""member_id"":""2864601_0.409"",""plasma_claims_permitted"":""False"",""selection_null_q95"":""0.013380823348818665""}]",gradient_path,mixed,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""mixed""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,unstable,deliberately_off_manifold_diagnostic,restore short-scale content along low-pass Integrated Gradients path,True,True,equilibrium_files,reports/xai/S07_artifacts/spatial_alignment.csv:bootstrap_unit,Signed attribution-Q(z) correlations are near zero with incompatible member lags.
